"a","aname","bdate","sexo","f"
"http://dbpedia.org/resource/Luise_Rainer","Luise Rainer",1910-01-12,"female","http://dbpedia.org/resource/The_Great_Ziegfeld"
"http://dbpedia.org/resource/Luise_Rainer","Luise Rainer","1910-1-12","female","http://dbpedia.org/resource/The_Great_Ziegfeld"
"http://dbpedia.org/resource/Marie_Dressler","Marie Dressler",1868-11-09,"female","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Marie_Dressler","Marie Dressler","1868-11-9","female","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Steve_Buscemi","Steve Buscemi",1957-12-13,"male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Steve_Buscemi","Steve Buscemi",1957-12-13,"male","http://dbpedia.org/resource/The_Big_Lebowski"
"http://dbpedia.org/resource/Steve_Buscemi","Steve Buscemi",1957-12-13,"male","http://dbpedia.org/resource/Delirious_(2006_film)"
"http://dbpedia.org/resource/Tom_Wilkinson","OBE",1948-02-05,"male","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/Tom_Wilkinson","OBE",1948-12-12,"male","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/Tom_Wilkinson","Tom Wilkinson",1948-02-05,"male","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/Tom_Wilkinson","Tom Wilkinson",1948-12-12,"male","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/William_Hurt","William Hurt",1950-03-20,"male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/William_Hurt","William Hurt","1950-3-20","male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Zeppo_Marx","Zeppo Marx",1901-02-25,"male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Zeppo_Marx","Zeppo Marx","1901-2-25","male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Marilyn_Burns","Marilyn Burns",1949-05-07,"female","http://dbpedia.org/resource/The_Texas_Chain_Saw_Massacre"
"http://dbpedia.org/resource/Marilyn_Burns","Marilyn Burns","1950-7-5","female","http://dbpedia.org/resource/The_Texas_Chain_Saw_Massacre"
"http://dbpedia.org/resource/Jeanne_Moreau","Jeanne Moreau",1928-01-23,"female","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Jeanne_Moreau","Jeanne Moreau","1928-1-23","female","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/JoBeth_Williams","JoBeth Williams",1948-12-06,"female","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/JoBeth_Williams","JoBeth Williams","1948-12-6","female","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/Joanna_Gleason","Joanna Gleason",1950-06-02,"female","http://dbpedia.org/resource/The_Wedding_Planner"
"http://dbpedia.org/resource/Joanna_Gleason","Joanna Gleason","1950-6-2","female","http://dbpedia.org/resource/The_Wedding_Planner"
"http://dbpedia.org/resource/Una_Merkel","Una Merkel",1903-12-10,"female","http://dbpedia.org/resource/Abraham_Lincoln_(1930_film)"
"http://dbpedia.org/resource/Donna_Pescow","Donna Pescow",1954-03-24,"female","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/Donna_Pescow","Donna Pescow","1954-3-24","female","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/E._G._Marshall","E. G. Marshall",1914-06-18,"male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/E._G._Marshall","E. G. Marshall","1910-6-18","male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/E._G._Marshall","E. G. Marshall",1914-06-18,"male","http://dbpedia.org/resource/Consenting_Adults_(1992_film)"
"http://dbpedia.org/resource/E._G._Marshall","E. G. Marshall","1910-6-18","male","http://dbpedia.org/resource/Consenting_Adults_(1992_film)"
"http://dbpedia.org/resource/Keith_David","Keith David",1956-06-04,"male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Keith_David","Keith David","1956-6-4","male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Elsa_De_Giorgi","Elsa De Giorgi",1914-12-26,"female","http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom"
"http://dbpedia.org/resource/Elsa_De_Giorgi","Elsa De Giorgi","1914-1-26","female","http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom"
"http://dbpedia.org/resource/Stewart_Rome","Stewart Rome",1886-01-30,"male","http://dbpedia.org/resource/Betrayal_(1932_film)"
"http://dbpedia.org/resource/Stewart_Rome","Stewart Rome","1886-1-30","male","http://dbpedia.org/resource/Betrayal_(1932_film)"
"http://dbpedia.org/resource/Frank_McGlynn_Sr.","Frank McGlynn Sr.",1866-10-26,"male","http://dbpedia.org/resource/Abraham_Lincoln_(1924_film)"
"http://dbpedia.org/resource/Frank_McGlynn_Sr.","Frank McGlynn, Sr.",1866-10-26,"male","http://dbpedia.org/resource/Abraham_Lincoln_(1924_film)"
"http://dbpedia.org/resource/Jean_Champion","Jean Champion",1914-03-09,"male","http://dbpedia.org/resource/Day_for_Night_(film)"
"http://dbpedia.org/resource/Jean_Champion","Jean Champion","1914-3-9","male","http://dbpedia.org/resource/Day_for_Night_(film)"
"http://dbpedia.org/resource/Jean_Lodge","Jean Lodge",1927-08-04,"female","http://dbpedia.org/resource/Brandy_for_the_Parson"
"http://dbpedia.org/resource/Jean_Lodge","Jean Lodge","1927-8-4","female","http://dbpedia.org/resource/Brandy_for_the_Parson"
"http://dbpedia.org/resource/Aldo_Valletti","Aldo Valletti","1930-0-0","male","http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom"
"http://dbpedia.org/resource/Randy_Stuart","Randy Stuart",1924-10-24,"female","http://dbpedia.org/resource/The_Incredible_Shrinking_Man"
"http://dbpedia.org/resource/Judith_Ridley","Judith Ridley","1946-1-1","female","http://dbpedia.org/resource/Night_of_the_Living_Dead"
"http://dbpedia.org/resource/Anne_Revere","Anne Revere",1903-06-25,"female","http://dbpedia.org/resource/Gentleman's_Agreement"
"http://dbpedia.org/resource/Anne_Revere","Anne Revere","1903-6-25","female","http://dbpedia.org/resource/Gentleman's_Agreement"
"http://dbpedia.org/resource/Anthony_Michael_Hall","Anthony Michael Hall",1968-04-14,"male","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Anthony_Michael_Hall","Anthony Michael Hall","1968-4-14","male","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Burl_Ives","Burl Ives",1909-06-14,"male","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Burl_Ives","Burl Ives","1909-6-14","male","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Geneviève_Bujold","Geneviève Bujold",1942-07-01,"female","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Geneviève_Bujold","Geneviève Bujold","1942-7-1","female","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Henry_Silva","Henry Silva",1928-09-15,"male","http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)"
"http://dbpedia.org/resource/Henry_Silva","Henry Silva","1928-9-15","male","http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)"
"http://dbpedia.org/resource/Ingrid_Pitt","Ingrid Pitt",1937-11-21,"female","http://dbpedia.org/resource/The_Wicker_Man_(1973_film)"
"http://dbpedia.org/resource/Jeff_Goldblum","Jeff Goldblum",1952-10-22,"male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/Luis_Guzmán","Luis Guzmán",1956-08-28,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Luis_Guzmán","Luis Guzmán","1956-8-28","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Michael_Pitt","Michael Pitt",1981-04-10,"male","http://dbpedia.org/resource/Delirious_(2006_film)"
"http://dbpedia.org/resource/Michael_Pitt","Michael Pitt","1981-4-10","male","http://dbpedia.org/resource/Delirious_(2006_film)"
"http://dbpedia.org/resource/Robert_Plant","Robert Plant",1948-08-20,"male","http://dbpedia.org/resource/The_Song_Remains_the_Same_(film)"
"http://dbpedia.org/resource/Robert_Plant","Robert Plant","1948-8-20","male","http://dbpedia.org/resource/The_Song_Remains_the_Same_(film)"
"http://dbpedia.org/resource/Teresa_Wright","Teresa Wright",1918-10-27,"female","http://dbpedia.org/resource/The_Best_Years_of_Our_Lives"
"http://dbpedia.org/resource/Emil_Jannings","Emil Jannings",1884-07-23,"male","http://dbpedia.org/resource/The_Last_Laugh"
"http://dbpedia.org/resource/Emil_Jannings","Emil Jannings","1884-7-23","male","http://dbpedia.org/resource/The_Last_Laugh"
"http://dbpedia.org/resource/Emil_Jannings","Emil Jannings",1884-07-23,"male","http://dbpedia.org/resource/Betrayal_(1929_film)"
"http://dbpedia.org/resource/Emil_Jannings","Emil Jannings","1884-7-23","male","http://dbpedia.org/resource/Betrayal_(1929_film)"
"http://dbpedia.org/resource/Frank_Oz","Frank Oz",1944-05-25,"male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Frank_Oz","Frank Oz","1944-5-25","male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Leslie_Phillips","Leslie Phillips",1924-04-20,"male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Leslie_Phillips","Leslie Phillips","1924-4-20","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Leslie_Phillips","CBE",1924-04-20,"male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Leslie_Phillips","CBE","1924-4-20","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Ayesha_Dharker","Ayesha Dharker",1977-03-16,"female","http://dbpedia.org/resource/The_Terrorist_(1997_film)"
"http://dbpedia.org/resource/Ayesha_Dharker","Ayesha Dharker","1978-3-16","female","http://dbpedia.org/resource/The_Terrorist_(1997_film)"
"http://dbpedia.org/resource/Bridgette_Wilson","Bridgette Wilson",1973-09-25,"female","http://dbpedia.org/resource/The_Wedding_Planner"
"http://dbpedia.org/resource/Bridgette_Wilson","Bridgette Wilson","1973-9-25","female","http://dbpedia.org/resource/The_Wedding_Planner"
"http://dbpedia.org/resource/Cecilia_Cheung","Cecilia Cheung","1980-5-24","female","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Cecilia_Cheung","Zeong1 Paak3 Zi1","1980-5-24","female","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Charles_Kimbrough","Charles Kimbrough",1936-05-23,"male","http://dbpedia.org/resource/The_Wedding_Planner"
"http://dbpedia.org/resource/Charles_Kimbrough","Charles Kimbrough","1936-5-23","male","http://dbpedia.org/resource/The_Wedding_Planner"
"http://dbpedia.org/resource/David_Ogden_Stiers","David Ogden Stiers",1942-10-31,"male","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/David_Ogden_Stiers","David Ogden Stiers",1942-10-31,"male","http://dbpedia.org/resource/Bad_Company_(1995_film)"
"http://dbpedia.org/resource/Elisabeth_Shue","Elisabeth Shue",1963-10-06,"female","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Elisabeth_Shue","Elisabeth Shue","1963-10-6","female","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Emily_Watson","Emily Watson",1967-01-14,"female","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Emily_Watson","Emily Watson","1967-1-14","female","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Emily_Watson","(OBE)",1967-01-14,"female","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Emily_Watson","(OBE)","1967-1-14","female","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Hayley_Mills","Hayley Mills",1946-04-18,"female","http://dbpedia.org/resource/The_Parent_Trap_(1961_film)"
"http://dbpedia.org/resource/Hayley_Mills","Hayley Mills","1946-4-18","female","http://dbpedia.org/resource/The_Parent_Trap_(1961_film)"
"http://dbpedia.org/resource/Margarethe_von_Trotta","Margarethe von Trotta",1942-02-21,"female","http://dbpedia.org/resource/Coup_de_Grâce_(1976_film)"
"http://dbpedia.org/resource/Margarethe_von_Trotta","Margarethe von Trotta","1942-2-21","female","http://dbpedia.org/resource/Coup_de_Grâce_(1976_film)"
"http://dbpedia.org/resource/Prakash_Raj","Prakash Raj",1965-03-26,"male","http://dbpedia.org/resource/Dhoni_(film)"
"http://dbpedia.org/resource/Prakash_Raj","Prakash Raj","1965-3-26","male","http://dbpedia.org/resource/Dhoni_(film)"
"http://dbpedia.org/resource/Emma_Samms","Emma Samms",1960-08-28,"female","http://dbpedia.org/resource/Delirious_(1991_film)"
"http://dbpedia.org/resource/Emma_Samms","Emma Samms","1960-8-28","female","http://dbpedia.org/resource/Delirious_(1991_film)"
"http://dbpedia.org/resource/Emma_Samms","(MBE)",1960-08-28,"female","http://dbpedia.org/resource/Delirious_(1991_film)"
"http://dbpedia.org/resource/Emma_Samms","(MBE)","1960-8-28","female","http://dbpedia.org/resource/Delirious_(1991_film)"
"http://dbpedia.org/resource/Harold_Russell","Harold Russell",1914-01-14,"male","http://dbpedia.org/resource/The_Best_Years_of_Our_Lives"
"http://dbpedia.org/resource/Harold_Russell","Harold Russell","1914-1-14","male","http://dbpedia.org/resource/The_Best_Years_of_Our_Lives"
"http://dbpedia.org/resource/Peter_Butterworth","Peter Butterworth",1919-02-04,"male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Peter_Butterworth","Peter Butterworth","1919-2-4","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Ronny_Cox","Ronny Cox",1938-07-23,"male","http://dbpedia.org/resource/Total_Recall_(1990_film)"
"http://dbpedia.org/resource/Ronny_Cox","Ronny Cox","1938-7-23","male","http://dbpedia.org/resource/Total_Recall_(1990_film)"
"http://dbpedia.org/resource/Tommy_Kirk","Tommy Kirk",1941-12-10,"male","http://dbpedia.org/resource/Mars_Needs_Women"
"http://dbpedia.org/resource/Will_Patton","Will Patton",1954-06-14,"male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Will_Patton","Will Patton","1954-6-14","male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Billy_Curtis","Billy Curtis",1909-06-27,"male","http://dbpedia.org/resource/The_Incredible_Shrinking_Man"
"http://dbpedia.org/resource/Billy_Curtis","Billy Curtis","1909-6-27","male","http://dbpedia.org/resource/The_Incredible_Shrinking_Man"
"http://dbpedia.org/resource/Lou_Doillon","Lou Doillon",1982-09-04,"female","http://dbpedia.org/resource/Bad_Company_(1999_film)"
"http://dbpedia.org/resource/Lou_Doillon","Lou Doillon","1982-9-4","female","http://dbpedia.org/resource/Bad_Company_(1999_film)"
"http://dbpedia.org/resource/Grant_Williams","Grant Williams",1931-08-18,"male","http://dbpedia.org/resource/The_Incredible_Shrinking_Man"
"http://dbpedia.org/resource/Grant_Williams","Grant Williams","1931-8-18","male","http://dbpedia.org/resource/The_Incredible_Shrinking_Man"
"http://dbpedia.org/resource/André_the_Giant","André the Giant",1946-05-19,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","André the Giant","1946-5-19","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Giant Machine",1946-05-19,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Giant Machine","1946-5-19","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","André Roussimoff",1946-05-19,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","André Roussimoff","1946-5-19","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Jean Ferré",1946-05-19,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Jean Ferré","1946-5-19","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Géant Ferré",1946-05-19,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Géant Ferré","1946-5-19","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Monster Eiffel Tower",1946-05-19,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Monster Eiffel Tower","1946-5-19","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Monster Roussimoff",1946-05-19,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/André_the_Giant","Monster Roussimoff","1946-5-19","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/Anthony_Hopkins","Anthony Hopkins",1937-12-31,"male","http://dbpedia.org/resource/Bad_Company_(2002_film)"
"http://dbpedia.org/resource/Anthony_Hopkins","Sir Anthony Hopkins",1937-12-31,"male","http://dbpedia.org/resource/Bad_Company_(2002_film)"
"http://dbpedia.org/resource/Anthony_Hopkins","(CBE)",1937-12-31,"male","http://dbpedia.org/resource/Bad_Company_(2002_film)"
"http://dbpedia.org/resource/Arnold_Schwarzenegger","Arnold Schwarzenegger",1947-07-30,"male","http://dbpedia.org/resource/Total_Recall_(1990_film)"
"http://dbpedia.org/resource/Arnold_Schwarzenegger","Arnold Schwarzenegger","1947-7-30","male","http://dbpedia.org/resource/Total_Recall_(1990_film)"
"http://dbpedia.org/resource/Bela_Lugosi","Bela Lugosi",1882-10-20,"male","http://dbpedia.org/resource/Scared_to_Death"
"http://dbpedia.org/resource/Billy_Bob_Thornton","Billy Bob Thornton",1955-08-04,"male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Billy_Bob_Thornton","Billy Bob Thornton","1955-8-4","male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Billy_Crystal","Billy Crystal",1948-03-14,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
