"w","writer","bdate","sexo","f"
"http://dbpedia.org/resource/Peter_Carey_(novelist)","Peter CareyAO",1943-05-07,"male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Peter_Carey_(novelist)","Peter CareyAO","1943-5-7","male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Peter_Handke","Peter Handke",1942-12-06,"male","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Peter_Handke","Peter Handke","1942-12-6","male","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Quentin_Tarantino","Quentin Tarantino",1963-03-27,"male","http://dbpedia.org/resource/Pulp_Fiction"
"http://dbpedia.org/resource/Quentin_Tarantino","Quentin Tarantino","1963-3-27","male","http://dbpedia.org/resource/Pulp_Fiction"
"http://dbpedia.org/resource/Ray_Bradbury","Ray Bradbury",1920-08-22,"male","http://dbpedia.org/resource/King_of_Kings_(1961_film)"
"http://dbpedia.org/resource/Ray_Bradbury","Ray Bradbury","1920-8-22","male","http://dbpedia.org/resource/King_of_Kings_(1961_film)"
"http://dbpedia.org/resource/Richard_Matheson","Richard Matheson",1926-02-20,"male","http://dbpedia.org/resource/The_Incredible_Shrinking_Man"
"http://dbpedia.org/resource/Richard_Matheson","Richard Matheson","1926-2-20","male","http://dbpedia.org/resource/The_Incredible_Shrinking_Man"
"http://dbpedia.org/resource/Stanley_Kubrick","Stanley Kubrick","1928-7-26","male","http://dbpedia.org/resource/A_Clockwork_Orange_(film)"
"http://dbpedia.org/resource/Alvin_Sargent","Alvin Sargent",1927-04-12,"male","http://dbpedia.org/resource/Anywhere_but_Here_(film)"
"http://dbpedia.org/resource/Alvin_Sargent","Alvin Sargent","1927-4-12","male","http://dbpedia.org/resource/Anywhere_but_Here_(film)"
"http://dbpedia.org/resource/Dev_Anand","Dev Anand",1923-09-26,"male","http://dbpedia.org/resource/Censor_(film)"
"http://dbpedia.org/resource/Dev_Anand","Dev Anand","1923-9-26","male","http://dbpedia.org/resource/Censor_(film)"
"http://dbpedia.org/resource/Götz_Spielmann","Götz Spielmann",1961-01-11,"male","http://dbpedia.org/resource/Antares_(film)"
"http://dbpedia.org/resource/Götz_Spielmann","Götz Spielmann","1961-1-11","male","http://dbpedia.org/resource/Antares_(film)"
"http://dbpedia.org/resource/Roland_Emmerich","Roland Emmerich",1955-11-10,"male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/Sanjay_Leela_Bhansali","Sanjay Leela Bhansali","1963-2-24","male","http://dbpedia.org/resource/Padmavati_(film)"
"http://dbpedia.org/resource/Ted_Tally","Ted Tally","1952-4-9","male","http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film)"
"http://dbpedia.org/resource/Waldemar_Young","Waldemar Young",1878-07-01,"male","http://dbpedia.org/resource/The_Blackbird"
"http://dbpedia.org/resource/Waldemar_Young","Waldemar Young","1878-7-1","male","http://dbpedia.org/resource/The_Blackbird"
"http://dbpedia.org/resource/Waldo_Salt","Waldo Salt",1914-10-18,"male","http://dbpedia.org/resource/Midnight_Cowboy"
"http://dbpedia.org/resource/Walter_Newman_(screenwriter)","Walter Newman","1916-2-11","male","http://dbpedia.org/resource/The_Magnificent_Seven"
"http://dbpedia.org/resource/Andrew_Bergman","Andrew Bergman",1945-02-20,"male","http://dbpedia.org/resource/Striptease_(film)"
"http://dbpedia.org/resource/Andrew_Bergman","Andrew Bergman","1945-2-20","male","http://dbpedia.org/resource/Striptease_(film)"
"http://dbpedia.org/resource/Michel_Deville","Michel Deville",1931-04-13,"male","http://dbpedia.org/resource/The_Reader_(1988_film)"
"http://dbpedia.org/resource/Michel_Deville","Michel Deville","1931-4-13","male","http://dbpedia.org/resource/The_Reader_(1988_film)"
"http://dbpedia.org/resource/Trevor_Griffiths","Trevor Griffiths","1935-4-4","male","http://dbpedia.org/resource/Reds_(film)"
"http://dbpedia.org/resource/David_Swift_(director)","David Swift",1919-07-27,"male","http://dbpedia.org/resource/The_Parent_Trap_(1961_film)"
"http://dbpedia.org/resource/David_Swift_(director)","David Swift","1919-7-27","male","http://dbpedia.org/resource/The_Parent_Trap_(1961_film)"
"http://dbpedia.org/resource/Hideo_Oguni","Hideo Oguni",1904-07-09,"male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/Hideo_Oguni","Hideo Oguni","1904-7-9","male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/Jeanie_MacPherson","Jeanie MacPherson",1886-05-18,"female","http://dbpedia.org/resource/Temptation_(1915_film)"
"http://dbpedia.org/resource/Jeanie_MacPherson","Jeanie MacPherson","1887-5-18","female","http://dbpedia.org/resource/Temptation_(1915_film)"
"http://dbpedia.org/resource/Margot_Benacerraf","Margot Benacerraf",1926-08-14,"female","http://dbpedia.org/resource/Araya_(film)"
"http://dbpedia.org/resource/Margot_Benacerraf","Margot Benacerraf","1926-8-14","female","http://dbpedia.org/resource/Araya_(film)"
"http://dbpedia.org/resource/Robert_Hopkins_(screenwriter)","Robert Hopkins","1886-9-21","male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Robert_Hopkins_(screenwriter)","Robert Hopkins","1886-9-21","male","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Donald_Cammell","Donald Cammell","1934-1-17","male","http://dbpedia.org/resource/Performance_(film)"
"http://dbpedia.org/resource/Jack_Lait","Jack Lait","1883-3-13","male","http://dbpedia.org/resource/Bad_Company_(1931_film)"
"http://dbpedia.org/resource/Jonathan_Mostow","Jonathan Mostow",1961-11-28,"male","http://dbpedia.org/resource/U-571_(film)"
"http://dbpedia.org/resource/Walter_Murch","Walter Murch",1943-07-12,"male","http://dbpedia.org/resource/THX_1138"
"http://dbpedia.org/resource/Walter_Murch","Walter Murch","1943-7-12","male","http://dbpedia.org/resource/THX_1138"
"http://dbpedia.org/resource/Élie_Chouraqui","Élie Chouraqui",1950-07-03,"male","http://dbpedia.org/resource/The_Liars_(film)"
"http://dbpedia.org/resource/Élie_Chouraqui","Élie Chouraqui","1950-7-3","male","http://dbpedia.org/resource/The_Liars_(film)"
"http://dbpedia.org/resource/Dorothy_Yost","Dorothy Yost",1899-04-25,"female","http://dbpedia.org/resource/Laddie_(1935_film)"
"http://dbpedia.org/resource/Dorothy_Yost","Dorothy Yost","1899-4-25","female","http://dbpedia.org/resource/Laddie_(1935_film)"
"http://dbpedia.org/resource/Satyadev_Dubey","Satyadev Dubey",1936-07-13,"male","http://dbpedia.org/resource/Ankur_(film)"
"http://dbpedia.org/resource/Satyadev_Dubey","Satyadev Dubey","1936-3-19","male","http://dbpedia.org/resource/Ankur_(film)"
"http://dbpedia.org/resource/Satyadev_Dubey","Satyadev Dubey",1936-07-13,"male","http://dbpedia.org/resource/Ankur_(film)"
"http://dbpedia.org/resource/Satyadev_Dubey","Satyadev Dubey","1936-3-19","male","http://dbpedia.org/resource/Ankur_(film)"
"http://dbpedia.org/resource/Alexander_Payne","Alexander Payne",1961-02-10,"male","http://dbpedia.org/resource/Sideways"
"http://dbpedia.org/resource/Alexander_Payne","Alexander Payne","1961-2-10","male","http://dbpedia.org/resource/Sideways"
"http://dbpedia.org/resource/Dean_Devlin","Dean Devlin",1962-08-27,"male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/Dean_Devlin","Dean Devlin","1962-8-27","male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/Lawrence_Lasker","Lawrence Lasker","1949-10-7","male","http://dbpedia.org/resource/WarGames"
"http://dbpedia.org/resource/David_Magee","David Magee","1962-1-1","male","http://dbpedia.org/resource/The_Chronicles_of_Narnia_(film_series)"
"http://dbpedia.org/resource/Larry_Buchanan","Larry Buchanan","1923-1-31","male","http://dbpedia.org/resource/Mars_Needs_Women"
"http://dbpedia.org/resource/Robert_Benton","Robert Benton",1932-09-29,"male","http://dbpedia.org/resource/Bad_Company_(1972_film)"
"http://dbpedia.org/resource/Robert_Benton","Robert Benton","1932-9-29","male","http://dbpedia.org/resource/Bad_Company_(1972_film)"
"http://dbpedia.org/resource/Michel_Hazanavicius","Michel Hazanavicius",1967-03-29,"male","http://dbpedia.org/resource/The_Search_(2014_film)"
"http://dbpedia.org/resource/Michel_Hazanavicius","Michel Hazanavicius","1967-3-29","male","http://dbpedia.org/resource/The_Search_(2014_film)"
"http://dbpedia.org/resource/Benno_Vigny","Benno Vigny",1889-10-28,"male","http://dbpedia.org/resource/Barry_(1949_film)"
"http://dbpedia.org/resource/Andrew_Scheinman","Andrew Scheinman","1948-4-19","male","http://dbpedia.org/resource/Bait_(2000_film)"
"http://dbpedia.org/resource/Sarah_Y._Mason","Sarah Y. Mason","1896-3-31","female","http://dbpedia.org/resource/The_Age_of_Consent_(film)"
"http://dbpedia.org/resource/Thomas_Bidegain","Thomas Bidegain","2000-1-1","male","http://dbpedia.org/resource/A_Prophet"
"http://dbpedia.org/resource/Abdel_Raouf_Dafri","Abdel Raouf Dafri",1964-08-13,"male","http://dbpedia.org/resource/A_Prophet"
"http://dbpedia.org/resource/Abdel_Raouf_Dafri","Abdel Raouf Dafri","1964-8-13","male","http://dbpedia.org/resource/A_Prophet"
"http://dbpedia.org/resource/John_Fasano","John Fasano",1961-08-24,"male","http://dbpedia.org/resource/Darkness_Falls_(2003_film)"
"http://dbpedia.org/resource/John_Fasano","John Fasano","1961-8-24","male","http://dbpedia.org/resource/Darkness_Falls_(2003_film)"
"http://dbpedia.org/resource/Krishna_Chaitanya_(lyricist)","Krishna Chaitanya",1983-05-02,"male","http://dbpedia.org/resource/Savitri_(2016_film)"
"http://dbpedia.org/resource/Krishna_Chaitanya_(lyricist)","Krishna Chaitanya","1983-5-2","male","http://dbpedia.org/resource/Savitri_(2016_film)"
"http://dbpedia.org/resource/Robert_Hardy_Andrews","Robert Hardy Andrews",1903-10-19,"male","http://dbpedia.org/resource/Bataan_(film)"
"http://dbpedia.org/resource/Stanley_Price_(writer)","Stanley Price",1931-08-12,"male","http://dbpedia.org/resource/Arabesque_(1966_film)"
"http://dbpedia.org/resource/Stanley_Price_(writer)","Stanley Price","1931-8-12","male","http://dbpedia.org/resource/Arabesque_(1966_film)"
"http://dbpedia.org/resource/Zia_Sarhadi","Zia Sarhadi","1914-1-1","male","http://dbpedia.org/resource/Bahen_(film)"
"http://dbpedia.org/resource/Xu_Xiaoxi","Xu Xiaoxi",1981-11-18,"male","http://dbpedia.org/resource/Toto_Forever"
"http://dbpedia.org/resource/Xu_Xiaoxi","Xiaoxi Xu",1981-11-18,"male","http://dbpedia.org/resource/Toto_Forever"
"http://dbpedia.org/resource/Adele_Buffington","Adele Buffington",1900-02-12,"female","http://dbpedia.org/resource/Michael_O'Halloran_(1937_film)"
"http://dbpedia.org/resource/Adele_Buffington","Adele Buffington","1900-2-12","female","http://dbpedia.org/resource/Michael_O'Halloran_(1937_film)"
"http://dbpedia.org/resource/Bert_Granet","Bert Granet","1910-7-10","male","http://dbpedia.org/resource/Laddie_(1940_film)"
"http://dbpedia.org/resource/Kazuo_Koike","Kazuo Koike","1936-5-8","male","http://dbpedia.org/resource/Hanzo_the_Razor"
"http://dbpedia.org/resource/Kazuo_Koike","Kazuo Koike","1936-5-8","male","http://dbpedia.org/resource/Hanzo_the_Razor"
"http://dbpedia.org/resource/Kazuo_Koike","Kazuo Koike","1936-5-8","male","http://dbpedia.org/resource/Hanzo_the_Razor"
"http://dbpedia.org/resource/Brian_Clemens","Brian Clemens",1931-07-30,"male","http://dbpedia.org/resource/The_Betrayal_(1957_film)"
"http://dbpedia.org/resource/Brian_Clemens","Brian Clemens","1931-7-30","male","http://dbpedia.org/resource/The_Betrayal_(1957_film)"
"http://dbpedia.org/resource/Calder_Willingham","Calder Willingham",1922-12-23,"male","http://dbpedia.org/resource/The_Graduate"
"http://dbpedia.org/resource/Frank_Butler_(writer)","Frank Butler",1890-12-28,"male","http://dbpedia.org/resource/Going_My_Way"
"http://dbpedia.org/resource/Frank_Butler_(writer)","Frank Butler",1890-12-28,"male","http://dbpedia.org/resource/Untamed_(1929_film)"
"http://dbpedia.org/resource/Fred_Williamson","Fred Williamson",1938-03-05,"male","http://dbpedia.org/resource/Boss_Nigger"
"http://dbpedia.org/resource/Fred_Williamson","Fred Williamson","1938-3-5","male","http://dbpedia.org/resource/Boss_Nigger"
"http://dbpedia.org/resource/Jacques_Martineau","Jacques Martineau",1963-07-08,"male","http://dbpedia.org/resource/Family_Tree_(film)"
"http://dbpedia.org/resource/Jacques_Martineau","Jacques Martineau","1963-7-8","male","http://dbpedia.org/resource/Family_Tree_(film)"
"http://dbpedia.org/resource/Lawrence_Kasdan","Lawrence Kasdan",1949-01-14,"male","http://dbpedia.org/resource/Raiders_of_the_Lost_Ark"
"http://dbpedia.org/resource/Lawrence_Kasdan","Lawrence Kasdan","1949-1-14","male","http://dbpedia.org/resource/Raiders_of_the_Lost_Ark"
"http://dbpedia.org/resource/Lawrence_Kasdan","Lawrence Kasdan",1949-01-14,"male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Lawrence_Kasdan","Lawrence Kasdan","1949-1-14","male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Peter_Cameron_(writer)","Peter Cameron",1959-11-29,"male","http://dbpedia.org/resource/Andorra_(film)"
"http://dbpedia.org/resource/Ranald_MacDougall","Ranald MacDougall","1915-3-10","male","http://dbpedia.org/resource/Jigsaw_(1968_film)"
"http://dbpedia.org/resource/Patrick_Clarke","Patrick Clarke",1965-10-26,"male","http://dbpedia.org/resource/Beyond_the_Pale_(film)"
"http://dbpedia.org/resource/Patrick_Melton","Patrick Melton",1975-06-18,"male","http://dbpedia.org/resource/Piranha_3DD"
"http://dbpedia.org/resource/Patrick_Melton","Patrick Melton","1975-6-18","male","http://dbpedia.org/resource/Piranha_3DD"
"http://dbpedia.org/resource/Jutta_Brückner","Jutta Brückner",1941-06-25,"female","http://dbpedia.org/resource/Coup_de_Grâce_(1976_film)"
"http://dbpedia.org/resource/Jutta_Brückner","Jutta Brückner","1941-6-25","female","http://dbpedia.org/resource/Coup_de_Grâce_(1976_film)"
"http://dbpedia.org/resource/Rousy_Chanev","Rousy Chanev",1945-09-18,"male","http://dbpedia.org/resource/Advantage_(film)"
"http://dbpedia.org/resource/Rousy_Chanev","Rousy Chanev","1945-9-18","male","http://dbpedia.org/resource/Advantage_(film)"
"http://dbpedia.org/resource/Tom_Barry_(screenwriter)","Tom Barry",1885-11-07,"male","http://dbpedia.org/resource/In_Old_Arizona"
"http://dbpedia.org/resource/Tom_Barry_(screenwriter)","Tom Barry","1885-7-31","male","http://dbpedia.org/resource/In_Old_Arizona"
"http://dbpedia.org/resource/Jeffrey_Boam","Jeffrey Boam",1946-11-30,"male","http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade"
"http://dbpedia.org/resource/Manivannan","Manivannan",1953-07-31,"male","http://dbpedia.org/resource/Veetula_Raman_Veliyila_Krishnan"
"http://dbpedia.org/resource/Manivannan","Manivannan","1954-5-3","male","http://dbpedia.org/resource/Veetula_Raman_Veliyila_Krishnan"
"http://dbpedia.org/resource/Manivannan","S Manivannan",1953-07-31,"male","http://dbpedia.org/resource/Veetula_Raman_Veliyila_Krishnan"
"http://dbpedia.org/resource/Manivannan","S Manivannan","1954-5-3","male","http://dbpedia.org/resource/Veetula_Raman_Veliyila_Krishnan"
"http://dbpedia.org/resource/Patrik-Ian_Polk","Patrik-Ian Polk",1973-07-29,"male","http://dbpedia.org/resource/Blackbird_(2014_film)"
"http://dbpedia.org/resource/Patrik-Ian_Polk","Patrik-Ian Polk","1973-7-29","male","http://dbpedia.org/resource/Blackbird_(2014_film)"
"http://dbpedia.org/resource/Shane_Salerno","Shane Salerno",1972-11-27,"male","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Stephen_Page","Stephen Page","1965-1-1","male","http://dbpedia.org/resource/Spear_(film)"
"http://dbpedia.org/resource/Claude_Miller","Claude Miller",1942-02-20,"male","http://dbpedia.org/resource/A_Secret"
"http://dbpedia.org/resource/Claude_Miller","Claude Miller","1942-2-20","male","http://dbpedia.org/resource/A_Secret"
"http://dbpedia.org/resource/Daniel_Taradash","Daniel Taradash",1913-01-29,"male","http://dbpedia.org/resource/From_Here_to_Eternity"
"http://dbpedia.org/resource/Daniel_Taradash","Daniel Taradash","1913-1-29","male","http://dbpedia.org/resource/From_Here_to_Eternity"
"http://dbpedia.org/resource/Philip_LaZebnik","Philip LaZebnik","1953-0-0","male","http://dbpedia.org/resource/Mulan_(1998_film)"
"http://dbpedia.org/resource/Robert_Clouse","Robert Clouse",1928-03-06,"male","http://dbpedia.org/resource/The_Pack_(1977_film)"
"http://dbpedia.org/resource/Robert_Clouse","Robert Clouse","1928-3-6","male","http://dbpedia.org/resource/The_Pack_(1977_film)"
"http://dbpedia.org/resource/Talbot_Jennings","Talbot Jennings","1894-8-24","male","http://dbpedia.org/resource/Untamed_(1955_film)"
"http://dbpedia.org/resource/Joel_Soisson","Joel Soisson","1956-8-10","male","http://dbpedia.org/resource/Piranha_3DD"
"http://dbpedia.org/resource/D._V._Narasa_Raju","D. V. Narasa Raju",1920-07-15,"male","http://dbpedia.org/resource/Badi_Panthulu"
"http://dbpedia.org/resource/D._V._Narasa_Raju","D. V. Narasa Raju","1920-7-15","male","http://dbpedia.org/resource/Badi_Panthulu"
"http://dbpedia.org/resource/Erlom_Akhvlediani","Erlom Akhvlediani","1933-9-23","male","http://dbpedia.org/resource/April_(1961_film)"
"http://dbpedia.org/resource/Alan_Ball_(screenwriter)","Alan Ball",1957-05-13,"male","http://dbpedia.org/resource/American_Beauty_(1999_film)"
"http://dbpedia.org/resource/Alan_Ball_(screenwriter)","Alan Ball","1957-5-13","male","http://dbpedia.org/resource/American_Beauty_(1999_film)"
"http://dbpedia.org/resource/Antoine_de_Saint-Exupéry","Antoine de Saint-Exupéry",1900-06-29,"male","http://dbpedia.org/resource/Night_Flight_(1933_film)"
"http://dbpedia.org/resource/Antoine_de_Saint-Exupéry","Antoine de Saint-Exupéry","1900-6-29","male","http://dbpedia.org/resource/Night_Flight_(1933_film)"
"http://dbpedia.org/resource/Polly_Draper","Polly Draper",1955-06-15,"female","http://dbpedia.org/resource/Polar_Bears_(film)"
"http://dbpedia.org/resource/Polly_Draper","Polly Draper","1955-6-15","female","http://dbpedia.org/resource/Polar_Bears_(film)"
"http://dbpedia.org/resource/Stephen_Chow","Stephen Chow","1962-6-22","male","http://dbpedia.org/resource/The_Mermaid_(2016_film)"
"http://dbpedia.org/resource/Stephen_Chow","周星馳","1962-6-22","male","http://dbpedia.org/resource/The_Mermaid_(2016_film)"
"http://dbpedia.org/resource/Stephen_Chow","周星驰","1962-6-22","male","http://dbpedia.org/resource/The_Mermaid_(2016_film)"
